Index,Name,Label,Value
964,BE72,HPI-CKV-CC-005B,9.240000E-06
965,BE73,HPI-CKV-CC-005A,9.240000E-06
966,BE74,HE-LODCB,0.000000E+00
967,BE74,HE-LODCB,1.000000E+00
968,BE75,HE-FLD-CVC,1.000000E+00
969,BE75,HE-FLD-CVC,0.000000E+00
970,BE76,HE-FLD-AFW,1.000000E+00
971,BE76,HE-FLD-AFW,0.000000E+00
972,BE77,HE-FLD-RHR,1.000000E+00
973,BE77,HE-FLD-RHR,0.000000E+00
974,BE78,HE-FLD-SWS,0.000000E+00
975,BE78,HE-FLD-SWS,1.000000E+00
976,BE79,HPI-MOV-CC-006A,4.210000E-04
977,BE80,HPI-MOV-CC-006B,4.210000E-04
978,BE82,CCW-CKV-CC-002B,9.240000E-06
979,BE83,CVC-MDP-FS-001A,7.940000E-04
980,BE83,CVC-MDP-FS-001A,1.000000E+00
981,BE84,CVC-MDP-FS-001B,7.940000E-04
982,BE85,CVC-MDP-FR-001A,3.865000E-04
983,BE86,CVC-MDP-FR-001B,3.865000E-04
984,BE87,CVC-MDP-TM-001A,4.220000E-03
985,BE88,CVC-MDP-TM-001B,4.220000E-03
986,BE89,HPI-FT,1.000000E+00
987,BE90,CVC-1A-SEGMENT-FT,1.000000E+00
988,BE91,CVC-1B-SEGMENT-FT,1.000000E+00
